Date,alfredgraph,Baltic Dry Index Historical Data (1),basf_daily,covestro_daily,DCOILWTICO (1),Dutch TTF Natural Gas Futures Historical Data,lyondellbasell_daily
3/16/2020,1.89,623,26.82029915,21.74395561,28.96,8.74,24.49103928
3/17/2020,1.89,612,28.21164513,22.41635895,26.96,8.47,29.27696991
3/18/2020,1.73,629,26.99550629,22.09325218,20.48,8.265,28.46995926
3/19/2020,1.68,630,27.62418938,22.49494934,25.09,8.545,30.3366127
3/20/2020,1.76,625,28.02956581,22.99270439,19.48,8.295,29.47345161
3/23/2020,1.7,617,27.23255157,22.93157578,23.33,7.85,28.41382217
3/24/2020,1.73,603,30.03585052,24.57328796,21.03,7.91,31.78221321
3/25/2020,1.8,582,29.43465424,25.43780518,20.75,7.745,36.56111526
3/26/2020,1.73,569,29.59612083,25.84823418,16.6,7.575,37.84532547
3/27/2020,1.7,556,28.22881699,23.75243378,15.48,7.22,34.66640091
3/30/2020,1.65,548,29.17012787,23.90088463,14.1,6.895,34.79272079
3/31/2020,1.71,626,29.64421654,24.33750916,20.51,6.9,34.82780457
4/1/2020,1.69,624,28.16354942,23.47299194,20.28,6.825,31.59975433
4/2/2020,1.55,624,28.56892776,23.59524727,25.18,6.935,32.22431564
4/3/2020,1.5,616,28.00208664,23.45552635,28.36,6.92,32.3506279
4/6/2020,1.64,604,30.38626289,24.3637085,26.21,7.285,35.00324249
4/7/2020,1.83,596,31.65049553,25.41160965,23.54,7.285,36.24533463
4/8/2020,1.86,607,31.37566185,25.4203434,24.97,7.26,38.92601776
4/9/2020,1.74,635,32.22077942,26.1276741,22.9,7.28,41.35406494
4/14/2020,1.76,679,31.98373413,26.52063751,20.15,6.875,41.15056992
4/15/2020,1.68,706,30.21792793,25.41160965,19.96,6.65,36.98217392
4/16/2020,1.59,726,29.94652939,25.64738655,19.82,6.905,34.70149612
4/17/2020,1.71,751,31.31382942,27.13191223,18.31,6.995,36.62427902
4/20/2020,1.78,757,31.26916504,26.89613533,-36.98,6.62,33.97167206
4/21/2020,1.92,728,29.54458809,25.60372543,8.91,6.315,32.72255707
4/22/2020,1.9,694,30.27976418,26.25866127,13.64,6.225,33.76114655
4/23/2020,1.86,672,30.88440323,26.47697639,15.06,6.055,34.64535904
4/24/2020,1.81,665,30.02210999,26.01415253,15.99,5.77,35.12253952
4/27/2020,1.68,661,31.2073288,26.34598923,12.17,5.94,36.77866745
4/28/2020,1.8,655,32.4784317,26.64289284,12.4,6.145,39.06636429
4/29/2020,1.73,643,33.8354187,27.77811813,15.04,6.015,42.05582047
4/30/2020,1.63,635,32.07648849,26.7913475,19.23,6.22,40.6663475
5/4/2020,1.78,598,31.21420097,26.1276741,20.47,5.74,38.1400528
5/5/2020,1.93,575,31.77416992,26.77388,24.56,5.675,38.49092865
5/6/2020,1.9,534,30.79163551,26.49444008,23.88,5.765,36.56814575
5/7/2020,1.84,514,31.31726456,26.76514816,23.68,5.845,37.70497513
5/11/2020,1.7,474,31.0836544,26.33725357,24.02,5.705,39.34004593
5/12/2020,1.61,433,30.96685028,26.00542068,25.76,5.315,39.1996994
5/13/2020,1.56,398,29.48962021,25.06231117,25.37,5.12,36.90497208
5/14/2020,1.6,393,29.00179291,24.96625137,27.4,5.265,37.39620972
5/15/2020,1.66,407,29.38998985,25.30681801,29.44,5.22,37.61375046
5/18/2020,1.77,427,31.47529411,26.62542725,31.83,4.92,41.66284561
5/19/2020,1.85,453,31.44780731,26.8874054,32.3,4.61,40.75056839
5/20/2020,1.83,477,31.71577263,27.57727242,33.56,4.46,42.37862396
5/21/2020,1.75,494,31.30008507,27.07951927,34.3,3.825,42.28739929
5/22/2020,1.7,498,31.16610527,27.23670387,33.49,3.89,42.39967346
5/26/2020,1.79,506,32.69829559,28.71250153,34.7,4.125,47.52244949
5/27/2020,1.78,502,34.18239975,30.49393082,32.8,3.695,47.23472214
5/28/2020,1.79,489,34.72519302,30.57252312,33.67,3.51,45.19264221
5/29/2020,1.7,504,33.42317581,29.07053185,35.57,4.385,44.74351501
6/2/2020,1.58,546,35.67336655,30.65111542,36.88,4.85,47.99261475
6/3/2020,1.84,592,37.9201355,31.97845459,37.33,5.33,49.47330093
6/4/2020,1.68,632,38.06441879,31.83873749,37.42,5.39,51.8943367
6/5/2020,1.8,679,39.459198,32.69452286,39.49,5.71,53.29671097
6/8/2020,1.68,698,39.61722946,32.46747971,38.17,5.25,54.37872696
6/9/2020,1.68,714,38.63470078,30.9218235,38.98,4.805,54.10108566
6/10/2020,1.72,764,37.92700577,30.2756176,39.54,4.8,52.3712883
6/11/2020,1.77,839,35.3916626,28.71250153,36.43,4.99,45.48763275
6/12/2020,1.67,923,35.12370682,28.5727787,36.24,5.275,47.41677094
6/15/2020,1.64,973,35.04812622,28.44178963,37.07,5.515,47.89370346
6/16/2020,1.43,"1,054.00",36.33983994,29.02686882,38.26,5.26,49.16081238
6/17/2020,1.55,"1,246.00",36.42228699,28.77362633,37.91,5.21,47.57336807
6/18/2020,1.51,"1,527.00",37.10937881,29.23644638,38.79,5.45,47.65167999
6/19/2020,1.49,"1,555.00",37.27768707,29.6468792,39.72,5.615,47.36693954
6/22/2020,1.64,"1,558.00",36.88983536,29.19278526,40.6,5.495,47.48794556
6/23/2020,1.61,"1,617.00",37.68749237,30.18829346,40.4,5.83,46.97541046
6/24/2020,1.64,"1,705.00",36.33001328,29.0443325,37.91,5.665,43.16697693
6/25/2020,1.53,"1,738.00",36.36660385,29.38490486,38.66,5.255,45.558815
6/26/2020,1.42,"1,749.00",35.63480377,29.10546112,38.53,5.105,45.11034393
6/29/2020,1.67,"1,794.00",36.68493271,29.96998024,39.67,5.84,46.23508453
6/30/2020,1.76,"1,799.00",36.50198364,29.55955315,39.27,6.165,46.78321457
7/1/2020,1.69,"1,803.00",36.09584045,29.4722271,39.88,5.865,46.70491028
7/2/2020,1.58,"1,823.00",37.29964066,29.99617577,40.57,5.945,47.66591263
7/6/2020,1.71,"1,956.00",37.18255234,30.46773338,40.51,6.095,48.58420944
7/7/2020,1.76,"1,949.00",37.32159424,30.58125877,40.59,6.125,48.04319382
7/8/2020,1.78,"1,849.00",36.59711456,30.05730247,40.91,5.935,46.87575912
7/9/2020,1.88,"1,810.00",36.30805969,30.50266266,39.64,5.755,44.92526627
7/10/2020,1.79,"1,810.00",36.64834595,30.72970772,40.56,5.475,46.29915619
7/13/2020,1.75,"1,792.00",37.35818481,31.24492455,40.06,5.11,46.51269913
7/14/2020,1.74,"1,742.00",37.40208817,31.21872711,40.3,5.085,47.66591263
7/15/2020,1.76,"1,696.00",37.92166901,32.371418,41.2,5.225,49.03267288
7/16/2020,1.79,"1,699.00",38.04607391,32.06578445,40.74,5.06,49.01844025
7/17/2020,1.79,"1,710.00",38.08998108,32.08325195,40.55,5.115,48.76217651
7/20/2020,1.71,"1,678.00",38.46319962,32.25789642,40.83,4.73,47.55202484
7/21/2020,1.66,"1,594.00",38.80714035,32.66832352,41.76,4.79,48.45607376
7/22/2020,1.69,"1,473.00",39.23157883,32.43254852,41.88,4.83,48.66963196
7/23/2020,1.75,"1,388.00",39.07058716,32.04831696,40.99,4.985,49.03980637
7/24/2020,1.77,"1,317.00",38.37537766,31.46324158,41.23,5.01,48.76217651
7/27/2020,1.85,"1,293.00",37.95093918,32.02211761,41.46,4.785,49.66622925
7/28/2020,1.83,"1,264.00",38.11193466,31.52436447,40.89,4.96,48.10725784
7/29/2020,1.77,"1,317.00",36.24585342,31.05281067,41.13,5.175,48.39200592
7/30/2020,1.81,"1,348.00",34.86275864,30.118433,39.85,5.225,46.47711182
7/31/2020,1.83,"1,350.00",34.25536728,29.72940063,40.1,6.025,44.50526428
8/3/2020,1.95,"1,385.00",35.37501907,30.48937035,40.83,6.8,44.22764969
8/7/2020,2.15,"1,501.00",35.38599396,31.94598389,41.16,7.93,47.47371674
8/10/2020,2.18,"1,506.00",35.97143173,32.26263809,41.94,7.59,49.96520615
8/11/2020,2.19,"1,510.00",37.03619385,33.67401886,41.53,7.415,50.57741165
8/12/2020,2.05,"1,540.00",37.66553879,33.97257614,42.6,7.17,49.75164413
8/13/2020,2.19,"1,577.00",37.30696106,33.83686829,42.26,7.31,49.11097336
8/14/2020,2.23,"1,595.00",36.80933762,33.83686829,42.05,8.02,49.12522888
8/17/2020,2.32,"1,598.00",36.81665802,34.47922516,42.89,8.18,48.78352356
8/18/2020,2.45,"1,586.00",36.91178894,35.40205002,42.89,8.55,48.71946716
8/19/2020,2.43,"1,568.00",37.13132477,35.86346054,42.91,8.355,48.14285278
8/20/2020,2.35,"1,518.00",36.41782379,35.37490463,42.62,8.15,46.94694138
8/21/2020,2.39,"1,481.00",36.27146912,36.06250381,42.32,7.62,46.747612
8/24/2020,2.57,"1,491.00",37.83385086,37.22055435,42.44,8.36,49.53808975
8/25/2020,2.54,"1,518.00",37.89239502,36.71390533,43.17,8.865,48.94013596
8/26/2020,2.52,"1,509.00",38.15584183,36.91294861,43.21,9.15,49.33877182
8/27/2020,2.52,"1,504.00",37.89971161,36.29772949,42.88,8.87,49.0611496
8/28/2020,2.46,"1,488.00",37.55577087,36.04440689,42.96,11.17,49.26355362
9/1/2020,2.22,"1,471.00",37.05083084,36.07154846,42.76,11.295,49.48764038
9/2/2020,2.15,"1,445.00",37.59967804,37.39245605,42.76,11.11,51.67794418
9/3/2020,2.32,"1,395.00",37.92898941,38.206707,41.39,11.735,50.91892242
9/4/2020,1.8,"1,362.00",38.14120483,39.17476654,39.69,11.68,52.08998108
9/8/2020,2.35,"1,328.00",39.49502945,39.49142456,36.87,10.8,50.65869141
9/9/2020,2.21,"1,296.00",40.05119324,39.34666824,38.05,10.735,52.54538727
9/10/2020,2.13,"1,269.00",39.89019394,38.45098877,37.25,10.515,51.28036499
9/11/2020,1.93,"1,267.00",40.15364075,38.88525391,37.33,10.495,53.71641922
9/14/2020,2.18,"1,282.00",40.41709518,39.53666306,37.23,10.705,55.29228592
9/15/2020,2.19,"1,289.00",40.18291473,39.97998047,38.29,10.895,55.33567047
9/16/2020,2.06,"1,281.00",40.29269028,40.16997147,40.17,11.32,55.61759186
9/17/2020,1.65,"1,294.00",40.35854721,40.350914,40.99,11.12,57.75727844
9/18/2020,1.56,"1,296.00",39.65602112,42.36846542,41.09,11.475,57.10668564
9/21/2020,1.33,"1,314.00",37.04351044,39.55475998,39.26,11.495,53.13090897
9/22/2020,1.49,"1,364.00",36.93374252,40.02521515,39.55,11.705,53.13814163
9/23/2020,1.74,"1,426.00",36.79470062,39.58189774,39.92,12.02,50.59363174
9/24/2020,1.93,"1,605.00",36.57882309,39.5457077,40.11,11.635,50.75989532
9/25/2020,1.9,"1,667.00",36.24585342,40.0161705,40.06,11.665,50.3261795
9/28/2020,1.83,"1,654.00",37.92166901,40.73994827,40.47,12.35,51.47553635
9/29/2020,1.74,"1,658.00",38.30220413,41.28279114,39.03,12.28,50.80327225
9/30/2020,1.66,"1,725.00",38.03874969,38.31527328,40.05,13.285,50.95507813
10/1/2020,1.6,"1,869.00",37.59235764,38.40575027,38.51,13.18,49.25632858
10/2/2020,1.41,"2,020.00",38.07534027,39.25619507,36.9,13.025,52.22008896
10/5/2020,1.92,"2,071.00",39.03399658,39.51856995,39.12,13.42,54.50435257
10/6/2020,1.86,"2,097.00",39.48039246,39.50951767,40.52,13.305,54.93084335
10/7/2020,2.01,"2,044.00",40.74640274,40.65852737,39.82,13.71,57.40307617
10/8/2020,1.49,"1,970.00",41.85873032,40.91184998,41.04,13.9,57.2946434
10/9/2020,2.25,"1,892.00",40.27805328,40.51377106,40.44,13.755,57.71389771
10/12/2020,2.31,"1,807.00",40.04387665,40.47758102,39.22,13.84,55.98624039
10/13/2020,2.14,"1,732.00",39.75847626,40.03426361,40.03,13.595,55.43686676
10/14/2020,2.02,"1,637.00",39.86092758,40.17901993,40.86,13.87,56.38381958
10/15/2020,2.23,"1,561.00",38.38269806,39.58189774,40.84,14.24,55.65372849
10/16/2020,2.16,"1,477.00",39.22426605,40.20615768,40.7,14.5,55.66819
10/19/2020,2.3,"1,409.00",38.93886185,39.88045883,40.69,14.72,55.69710159
10/20/2020,2.57,"1,350.00",38.7339592,39.12953568,41.37,14.895,56.26093292
10/21/2020,2.95,"1,346.00",38.12657166,39.31952667,39.88,14.865,55.36457443
10/22/2020,2.99,"1,401.00",37.89971161,39.44618988,40.46,15.255,55.71878052
10/23/2020,2.91,"1,415.00",38.25098038,39.78998566,39.73,15.41,55.58866119
10/26/2020,3.14,"1,402.00",37.46795273,38.68621445,38.39,14.865,54.52605057
10/27/2020,3.07,"1,413.00",36.83128738,38.68621445,39.34,14.745,53.03693008
10/28/2020,3.14,"1,384.00",34.35416031,36.35201645,37.27,14.485,50.116539
10/29/2020,3.06,"1,297.00",34.11998749,36.83152008,35.94,14.215,52.19840622
10/30/2020,3.03,"1,283.00",34.44563675,37.06674957,35.64,14.06,49.48041916
11/2/2020,3.03,"1,284.00",35.37501907,37.71815491,36.6,13.655,51.98154068
11/3/2020,2.88,"1,263.00",36.3885498,38.19766617,37.44,13.665,52.66826248
11/4/2020,2.63,"1,224.00",36.64102554,38.30623245,38.97,13.885,50.28279877
11/5/2020,2.69,"1,194.00",36.98497009,38.41479874,38.56,14.455,53.64414978
11/6/2020,2.67,"1,196.00",36.83128738,38.04385757,36.97,13.9,52.53092575
11/9/2020,2.63,"1,207.00",40.78299332,40.00712204,40.05,13.855,57.38861084
11/10/2020,2.74,"1,200.00",42.09290695,40.59519196,41.18,14.035,58.81990433
11/11/2020,2.75,"1,141.00",41.29524612,40.54091263,41.23,14.095,55.77661133
11/12/2020,2.81,"1,124.00",40.69517136,39.85331726,40.9,14,53.7381134
11/16/2020,2.62,"1,111.00",41.91727066,41.88895798,41.14,14.495,57.59101105
11/17/2020,2.55,"1,112.00",42.4148941,41.61753845,41.24,13.97,58.57410812
11/18/2020,2.37,"1,115.00",42.9637413,41.97943115,41.64,13.68,59.41987228
11/19/2020,2.19,"1,134.00",42.28316879,41.78943634,41.57,13.02,59.44155884
11/20/2020,2.22,"1,148.00",42.18803787,41.41849518,41.99,12.895,59.02228546
11/23/2020,2.23,"1,169.00",42.72224808,41.82562637,42.91,13.535,61.56679535
11/24/2020,2.47,"1,178.00",44.7493248,42.63988495,44.71,13.9,65.67269897
11/25/2020,2.47,"1,197.00",44.0614357,42.49512863,45.58,13.93,64.57391357
11/27/2020,,"1,230.00",44.58101273,42.92939758,,14.485,64.266716
11/30/2020,2.89,"1,227.00",44.88105011,42.29608536,45.2,15.14,62.24786758
12/1/2020,2.89,"1,211.00",44.72005463,43.08319855,44.54,14.91,62.73062897
12/2/2020,2.75,"1,201.00",44.6176033,42.52226639,45.23,14.905,62.84766769
12/3/2020,2.46,"1,189.00",44.39074326,41.49087524,45.65,14.145,62.63554001
12/4/2020,2.48,"1,197.00",44.66882706,41.47278214,46.23,14.645,65.29077148
12/7/2020,2.39,"1,162.00",44.45660782,42.68511963,45.72,14.355,63.71810532
12/8/2020,2.36,"1,121.00",45.09326935,42.93844223,45.64,14.445,64.28865051
12/9/2020,2.45,"1,122.00",46.42513275,45.07360077,45.48,14.735,64.76411438
12/10/2020,2.45,"1,161.00",46.86421204,45.10074615,46.76,15.54,64.52272797
12/11/2020,2.54,"1,211.00",46.18364334,44.31363297,46.59,15.96,64.73484802
12/14/2020,2.69,"1,235.00",46.76176453,45.72500992,47.02,16.605,63.71081924
12/15/2020,2.63,"1,273.00",47.39110947,46.35831833,47.58,17.225,65.10791779
12/16/2020,2.73,"1,296.00",46.98130035,45.52597046,47.86,16.38,65.15910339
12/17/2020,2.7,"1,301.00",47.49356079,45.77929306,48.34,15.94,65.90518951
12/18/2020,2.73,"1,325.00",47.21547318,45.96023941,49.04,15.885,66.51231384
12/21/2020,2.68,"1,323.00",46.49099731,44.9017067,47.79,16.795,66.11732483
12/22/2020,2.76,"1,330.00",46.72517395,45.1550293,47.02,17.635,65.69308472
12/23/2020,2.76,"1,362.00",47.33987808,45.56216049,47.94,17.505,66.29286194
1/4/2021,2.6,"1,374.00",47.48624039,46.77449799,47.47,19.845,65.31272888
1/5/2021,2.77,"1,418.00",47.12766266,46.39450455,49.78,18.005,67.54367828
1/6/2021,2.76,"1,425.00",49.30109787,47.67922211,50.45,17.565,70.78406525
1/7/2021,2.81,"1,448.00",50.06216431,49.03631592,50.63,19.305,71.29612732
1/8/2021,2.77,"1,606.00",50.18656921,49.01822281,52.14,20.12,70.76944733
1/11/2021,2.71,"1,761.00",49.43281937,48.62014389,52.15,22.125,70.93769836
1/12/2021,2.89,"1,849.00",49.68894577,49.81438446,53.08,26.155,72.56884766
1/13/2021,2.82,"1,856.00",49.78408051,49.76010132,52.81,21.5,71.05474854
1/14/2021,2.82,"1,792.00",49.83530426,49.81438446,53.47,21.335,72.32015991
1/15/2021,2.86,"1,754.00",49.24255371,48.71061325,52.25,20.2,69.42355347
1/19/2021,2.65,"1,766.00",48.73029327,49.66962814,52.87,20.325,68.62624359
1/20/2021,2.57,"1,828.00",49.29377365,51.37051773,53.16,20.26,69.03588867
1/21/2021,2.49,"1,837.00",49.27182388,51.09909821,53,20.065,67.74850464
1/22/2021,2.45,"1,810.00",48.50343323,50.44769287,52.28,21.485,66.91462708
1/25/2021,2.63,"1,765.00",47.22279739,50.08580399,52.78,20.16,65.81742859
1/26/2021,2.73,"1,659.00",47.74236679,51.29814148,52.61,19.51,64.28865051
1/27/2021,2.77,"1,540.00",46.74712753,49.57915497,52.81,19.7,62.95006943
1/28/2021,2.76,"1,470.00",47.22279739,50.21246338,52.26,20.91,63.82051849
1/29/2021,2.68,"1,452.00",46.71054077,50.80958557,52.16,19.82,62.73062897
2/1/2021,2.88,"1,444.00",47.42769623,52.40190887,53.55,18.14,63.45476532
2/2/2021,3.24,"1,380.00",47.88140869,52.63713837,54.77,18.25,64.98355103
2/3/2021,3.01,"1,327.00",48.41562653,53.28854752,55.67,17.855,65.26881409
2/4/2021,2.99,"1,327.00",48.78152084,53.37901688,56.19,18.12,66.49037933
2/5/2021,3.49,"1,333.00",48.89128876,52.83617783,56.8,18.38,68.21662903
2/8/2021,3.4,"1,317.00",49.29377365,53.70471954,57.95,20.18,69.86975861
2/9/2021,3.35,"1,306.00",49.2279129,52.83617783,58.34,19.045,69.27726746
2/10/2021,3.76,"1,303.00",49.14009857,53.25235748,58.69,18.56,69.83318329
2/11/2021,6.5,"1,313.00",49.08155823,53.30663681,58.22,17.375,69.35773468
2/12/2021,6.12,"1,339.00",48.89860535,52.99903107,59.5,17.62,70.32326508
2/16/2021,11.32,"1,495.00",49.52062988,53.63233948,60.07,16.715,71.6764679
2/17/2021,23.86,"1,756.00",49.14741898,53.34282684,61.09,16.54,71.54482269
2/18/2021,8.56,"1,770.00",49.05228806,52.45619202,60.4,17.33,69.43086243
2/19/2021,4.96,"1,698.00",49.76212311,53.07141113,59.12,16.555,73.30764771
2/22/2021,3.16,"1,709.00",50.48660278,54.37421799,61.67,15.96,75.28260803
2/23/2021,2.94,"1,727.00",49.99629974,54.39231491,61.66,16.25,75.34112549
2/24/2021,2.8,"1,709.00",50.78664398,55.13418961,63.21,16.38,78.5083847
2/25/2021,2.72,"1,700.00",49.87922287,55.93035126,63.43,15.935,76.37250519
2/26/2021,2.66,"1,675.00",49.56454086,54.24755859,61.55,15.695,75.40695953
3/1/2021,2.7,"1,651.00",50.55978012,55.56846237,60.54,16.08,77.78422546
3/2/2021,2.87,"1,673.00",51.4233017,56.52747345,59.7,15.87,78.92532349
3/3/2021,2.86,"1,763.00",52.05996323,56.3465271,61.33,15.525,78.85948944
3/4/2021,2.79,"1,779.00",52.01605988,55.27894592,63.81,15.93,77.65986633
3/5/2021,2.72,"1,829.00",51.7233429,55.42370605,66.08,16.365,79.70626068
3/8/2021,2.67,"1,853.00",53.13570404,55.20656967,65.03,16.15,80.34902954
3/9/2021,2.62,"1,901.00",52.52831268,54.17517853,64.02,16.925,79.17436218
3/10/2021,2.62,"1,980.00",53.05521393,53.92185211,64.45,17.63,80.45243073
3/11/2021,2.7,"1,970.00",52.82835007,54.46469498,66.02,18.125,80.89570618
3/12/2021,2.65,"1,960.00",53.12838364,53.50568008,65.59,18.45,80.32684326
3/15/2021,2.58,"1,983.00",51.63552094,51.82288361,65.36,17.93,79.51418304
3/16/2021,2.5,"2,017.00",51.29157639,51.53336716,64.82,17.66,77.83718109
3/17/2021,2.6,"2,105.00",51.78188705,52.18477631,64.55,17.97,80.31947327
3/18/2021,2.45,"2,215.00",53.12838364,53.10760117,59.95,17.76,79.86141968
3/19/2021,2.53,"2,281.00",51.20376587,50.14008331,61.43,17.265,78.87886047
3/22/2021,2.55,"2,319.00",50.91836166,49.03631592,61.48,18.045,78.31001282
3/23/2021,2.56,"2,271.00",50.50123978,48.58395386,57.75,18.39,74.06945801
3/24/2021,2.56,"2,194.00",51.21108246,48.96393585,61.12,18.59,75.45095062
3/25/2021,2.52,"2,172.00",51.5623436,48.98203278,58.47,18.365,77.31266785
3/26/2021,2.52,"2,178.00",51.09399414,50.99053192,60.93,18.7,77.99232483
3/29/2021,2.58,"2,162.00",51.24766922,51.06290817,61.49,18.445,77.00237274
3/30/2021,2.55,"2,103.00",52.60149002,52.65523148,60.55,18.805,77.59337616
3/31/2021,2.52,"2,046.00",51.84042358,51.87716675,59.19,18.995,76.86940002
4/1/2021,2.52,"2,072.00",51.99410629,51.84097672,61.41,19.17,77.97755432
4/6/2021,2.44,"2,092.00",52.86494064,52.70951462,59.34,19.78,77.41609192
4/7/2021,2.43,"2,127.00",52.94543457,51.67812729,59.77,19.285,76.53694153
4/8/2021,2.47,"2,088.00",52.28681564,50.44769287,59.61,18.99,76.09367371
4/9/2021,2.48,"2,085.00",52.31609344,50.55626297,59.29,18.94,76.89154053
4/12/2021,2.5,"2,145.00",52.01605988,51.04481506,59.7,19.65,77.84456635
4/13/2021,2.57,"2,140.00",52.05996323,52.04001999,60.2,19.51,77.25356293
4/14/2021,2.65,"2,178.00",51.92824554,52.38381577,63.15,19.68,79.00444031
4/15/2021,2.62,"2,323.00",51.9794693,51.35242081,63.42,20.26,79.12264252
4/16/2021,2.63,"2,385.00",53.01861954,52.926651,63.16,20.54,79.45510101
4/19/2021,2.75,"2,432.00",52.51368332,51.61273575,63.33,20.94,79.19652557
4/20/2021,2.76,"2,472.00",51.93556213,50.7244606,62.61,21.065,77.30527496
4/21/2021,2.72,"2,710.00",52.04533005,51.59423065,61.34,21.11,79.87619781
4/22/2021,2.77,"2,750.00",51.35744476,50.48388672,61.45,21.37,75.35490417
4/23/2021,2.79,"2,788.00",51.53307724,51.02055359,62.18,20.045,77.13535309
4/26/2021,2.73,"2,808.00",52.21364594,52.09389114,62.02,20,77.52690125
4/27/2021,2.91,"2,889.00",52.00873947,51.61273575,63.03,21.405,77.5047226
4/28/2021,2.98,"2,957.00",51.87701797,51.55722427,63.81,21.555,78.57596588
4/29/2021,2.91,"3,007.00",51.60624695,50.85400009,65,22.5,79.41078186
4/30/2021,2.86,"3,053.00",51.49877167,50.3543396,63.5,23.285,76.64035797
5/4/2021,3,"3,157.00",51.30684662,50.87250519,65.72,23.05,80.75533295
5/5/2021,2.99,"3,266.00",53.24917603,53.66688538,65.63,23.96,82.77219391
5/6/2021,2.9,"3,212.00",53.90942001,54.40711594,64.73,24.33,84.31622314
5/7/2021,2.9,"3,183.00",54.03224945,53.68539047,64.96,23.94,84.26451111
5/10/2021,2.93,"3,240.00",54.32398987,54.27757645,64.92,25.19,83.80648804
5/11/2021,2.91,"3,254.00",53.16472626,53.259758,65.31,25.805,83.13419342
5/12/2021,2.91,"3,139.00",53.07260132,53.2412529,65.96,26.42,81.3094101
